timestamp,heart_rate,hrv_sdnn,resp_rate,resting_hr,steps,distance_km,active_energy_kcal,physical_effort
2026-07-27 13:24:26+09:00,109.0,10.0382,,,,,,
2026-07-27 13:29:06+09:00,116.0,10.0382,,,,,3.055,
2026-07-27 13:37:02+09:00,101.0,10.0382,,,16.0,0.0137872,,
2026-07-27 13:39:23+09:00,116.0,10.0382,,,,,2.971,
2026-07-27 13:41:49+09:00,115.762,10.0382,,,,,2.971,
2026-07-27 13:42:55+09:00,115.0,10.0382,,,,,2.971,
2026-07-27 13:48:50+09:00,118.0,10.0382,,,,,2.904,
2026-07-27 13:52:34+09:00,105.0,10.0382,,,,,2.904,
2026-07-27 13:57:40+09:00,117.0,10.0382,,,,,0.278,
2026-07-27 14:03:51+09:00,112.0,,,,,,2.601,
2026-07-27 14:09:15+09:00,112.0,,,,,,2.46,
